LINK_ID,도로등급,도로명,시도,구군,연장km,차선수,전일,7-9시,18-20시
8903305,일반국도,성산로,서울특별시,영등포구,0.264,6,73527,13330,10124
8903306,일반국도,노들로,서울특별시,영등포구,0.262,1,19339,4122,2625
8903307,일반국도,성산로,서울특별시,영등포구,0.247,1,19818,3770,2951
8903308,일반국도,노들로,서울특별시,영등포구,0.156,1,8742,1264,2027
8903323,일반국도,노들로,서울특별시,영등포구,0.087,4,36226,6022,7554
8903324,일반국도,공항대로,서울특별시,영등포구,0.25,4,42915,7373,8742
8903330,일반국도,노들로,서울특별시,영등포구,0.137,1,12052,2670,1889
8903332,일반국도,노들로,서울특별시,영등포구,0.21,1,21043,4108,3552
8903333,일반국도,성산로,서울특별시,영등포구,0.071,1,14137,1867,2953
8903334,일반국도,성산로,서울특별시,영등포구,0.073,1,11187,1310,2225
8903335,일반국도,성산로,서울특별시,영등포구,0.082,1,10491,1299,1922
8903337,일반국도,노들로,서울특별시,영등포구,0.749,4,52201,11104,7801
8903338,일반국도,노들로,서울특별시,영등포구,0.619,4,56912,8286,11311
8903339,일반국도,노들로,서울특별시,영등포구,0.096,3,50323,10245,7395
8904232,일반국도,송파대로,서울특별시,송파구,0.017,5,32849,6099,5626
8904234,일반국도,송파대로,서울특별시,송파구,0.016,5,30049,5796,6141
8904236,일반국도,성남대로,서울특별시,송파구,0.351,5,33621,5670,5615
8904471,일반국도,금하로,서울특별시,금천구,0.023,6,26122,4849,5101
8904472,일반국도,금하로,서울특별시,금천구,0.023,6,16136,3438,3258
8904483,일반국도,시흥대로,서울특별시,금천구,1.096,5,35692,5896,6829
8904484,일반국도,시흥대로,서울특별시,금천구,1.086,5,34957,6350,6072
8904486,일반국도,시흥대로,서울특별시,금천구,0.731,5,33621,5572,5907
8904653,일반국도,서부간선도로,서울특별시,금천구,0.303,2,48650,6035,6378
8904654,일반국도,서부간선도로,서울특별시,금천구,0.79,2,50853,7294,6509
8904656,일반국도,서부간선도로,서울특별시,금천구,0.351,2,46934,6644,6208
8904658,일반국도,서부간선도로,서울특별시,금천구,0.579,2,51102,6326,6130
8905016,일반국도,시흥대로,서울특별시,금천구,0.017,5,31272,5506,5503
8905018,일반국도,시흥대로,서울특별시,금천구,0.018,5,42778,7170,8053
8905022,일반국도,시흥대로,서울특별시,금천구,0.051,5,48250,7291,9035
8905023,일반국도,시흥대로,서울특별시,금천구,0.048,5,36864,6774,6682
8905550,일반국도,송파대로,서울특별시,송파구,0.022,5,32955,5660,6368
8905553,일반국도,송파대로,서울특별시,송파구,0.543,5,42203,6993,7684
8905554,일반국도,송파대로,서울특별시,송파구,0.226,5,48334,8306,8284
8905555,일반국도,송파대로,서울특별시,송파구,0.281,5,38145,6266,6900
8905557,일반국도,송파대로,서울특별시,송파구,0.391,5,42089,7303,6924
8905559,일반국도,송파대로,서울특별시,송파구,0.377,5,41527,7059,7366
8905581,일반국도,송파대로,서울특별시,송파구,0.007,5,37709,7318,6850
8905582,일반국도,송파대로,서울특별시,송파구,0.395,5,39998,6732,7954
8905767,일반국도,서부간선도로,서울특별시,영등포구,0.774,2,52270,7025,6383
8905768,일반국도,서부간선도로,서울특별시,영등포구,0.238,4,85775,15244,13208
8905769,일반국도,서부간선도로,서울특별시,영등포구,0.012,2,13282,3087,2436
8905771,일반국도,서부간선도로,서울특별시,영등포구,0.336,2,48388,7478,5583
8905772,일반국도,서부간선도로,서울특별시,영등포구,0.329,1,17348,2843,2696
8906119,일반국도,천호대로,서울특별시,강동구,0.273,7,49774,8427,9173
8906133,일반국도,신촌로,서울특별시,마포구,0.822,4,35446,6142,6139
8906134,일반국도,신촌로,서울특별시,서대문구,0.821,4,33327,5056,6332
8906204,일반국도,양재대로,서울특별시,서초구,0.567,3,39419,6977,5930
8907494,일반국도,영동대로,서울특별시,강남구,0.394,7,51383,6162,9482
8907495,일반국도,영동대로,서울특별시,강남구,0.707,7,42202,6087,7756
8907798,일반국도,동일로,서울특별시,중랑구,0.233,6,22934,3095,4626
8907799,일반국도,동일로,서울특별시,중랑구,0.233,6,26920,5385,4609
8907804,일반국도,동일로,서울특별시,중랑구,0.35,6,23793,3495,4773
8907805,일반국도,동일로,서울특별시,중랑구,0.35,6,28261,5661,5007
8909355,일반국도,공항대로,서울특별시,강서구,0.571,4,28484,5280,4717
8909356,일반국도,공항대로,서울특별시,강서구,0.437,4,29901,5780,5250
8909357,일반국도,공항대로,서울특별시,강서구,0.441,4,31074,5377,5451
8909358,일반국도,공항대로,서울특별시,강서구,0.57,4,28157,4473,5126
8909520,일반국도,경춘북로,서울특별시,중랑구,1.896,6,22866,3985,4625
8909966,일반국도,공항대로,서울특별시,강서구,0.023,8,23015,4091,3867
8910446,일반국도,영동대로,서울특별시,강남구,0.639,4,36300,5492,6514
